 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	tnwillia
Date:	1/19/2012 1:36:42 PM
StationID:	4069500
Date	Discharge (cfs)	Subsurface Flow (cfs)	Impervious Flow (mm)	Infiltration Excess (mm)	Initial Abstracted Flow (mm)	Overland Flow (mm)	PET (mm)	Average Soil Root zone (mm)	Average Soil Upperzone (mm)	Snow Pack (mm)	Precipitation (mm)
11/9/2001	281.189338732983	26.5582347231684	0.000551502745396342	0	0.00676028397930914	0.00302122349885818	0.506544082913313	32.033794990233	0.000324772486562511	0	1.51363215319647
11/10/2001	276.598026217311	26.5232190698544	2.50381859047982E-08	0	0	0	0.553588831872727	31.8674488498946	0	0	0
11/11/2001	273.806927849299	26.4533281975394	1.13673188145847E-12	0	0	0	0.533000697273794	31.7517158645553	0	0	0
11/12/2001	272.861228902942	26.378015953424	5.16075475770208E-17	0	0	0	0.531247815652854	31.6356664357582	0	0	0
11/13/2001	271.863507297204	26.303565889456	2.34297903521344E-21	0	0	0	0.582246233652014	31.5065574791562	0	0	0
11/14/2001	287.214727249389	26.3082031918135	0.00361755159824895	0	0.0162953252349251	0.0082175836576885	0.696306158053474	33.6611939554896	0.002263970328464	0	3.43795000796616
11/15/2001	273.961087632298	26.3149460144768	1.64236588472746E-07	0	0	0	0.91703025089897	33.3601113001304	0	0	0.0021772174323315
11/16/2001	269.950606553527	26.2466143160728	7.45632958109632E-12	0	0	0	0.681976059044514	33.2122379673896	0	0	0
11/17/2001	269.660324902431	26.1685867615327	3.38516839268254E-16	0	0	0	0.597160178378955	33.0758525048086	0	0	0
11/18/2001	268.923239164606	26.0936975769637	1.53686407262057E-20	0	0	0	0.794995870264019	32.8737118761624	0	0	0
11/19/2001	277.467913924307	26.036037744097	0.00144744023987521	0	0.0106936563420031	0.00501452675486485	0.604677372922982	34.1782504905586	0.00697104284820252	0	2.27682460273481
11/20/2001	295.184984869424	26.2010621801167	0.00736820861544421	0.000288332217475712	0.0222866313083838	0.0122264381087075	0.434878134983273	37.4975815768369	0.00150353021452542	0	4.51655955909568
11/21/2001	272.456629760155	26.1925376194603	3.34516153616647E-07	0	0	0	0.451339572161132	37.3209377597312	0	0	0
11/22/2001	270.020932999953	26.1240689665946	1.51870098786193E-11	0	0	0	0.502104162261178	37.1603472904705	0	0	0
11/23/2001	268.858288309347	26.0510031457963	6.89489181790976E-16	0	0	0	0.542002523673816	36.9877479147705	0	0	0
11/24/2001	298.628214736524	26.1159224036715	0.0096806364384713	0	0.0250219941584608	0.014305995801151	0.623533283171999	40.883214994539	0.00695015999371136	0	5.40039958829472
11/25/2001	350.0976656597	26.9555826281056	0.0326473204990481	0	0.0401989118835223	0.0299813974331837	0.620556785837593	46.4429967934899	0.320105156208691	0	10.6461264218628
11/26/2001	288.005707724684	27.9594267466634	1.48218605758766E-06	0	0	0	0.455421607559612	46.4346086743314	0	0	0.440993917951459
11/27/2001	295.056093015817	28.1003397982942	0.0018139740343179	0	0.0074093002347388	0.00380687795836415	0.41032408713643	47.0816902231493	0.00889599358831689	0	1.68062254428166
11/28/2001	289.075924983845	28.169495821787	8.23542937489278E-08	0	0	0	0.359533174387274	46.8981397287345	0	41.8532886353717	4.23632886353717
11/29/2001	287.945797408572	28.0531950137396	1.65575450980344E-05	0	0.000765325754180204	0.000260223024470215	0.395089497104681	46.9902059820255	0.000104103949429547	38.1307278042109	0.0960510782157068
11/30/2001	287.167954804894	28.009326802691	5.72820577347752E-06	0	0.000447269785511535	0.000142774174165418	0.393912228689326	47.0158732300765	0	34.2627429458805	0.0316080962871166
12/1/2001	340.132387228942	28.8695482307868	0.0174365034854491	0.00269820882888787	0.0317784396266916	0.0201505429808563	0.406810921930988	50.5243675434029	0.0553385732494425	28.3343230283721	6.52742014053679
12/2/2001	298.04437397775	29.3966830541369	7.91616033541759E-07	0	0	0	0.334832760259394	50.338593402248	0	31.1033666332461	0.3279043604874
12/3/2001	297.685526729309	29.2898366674853	5.16778336872465E-05	0	0.00210291016691879	0.000760347566570789	0.410641296563786	50.5488405194761	3.55383642836539E-05	24.7369054044448	0
12/4/2001	301.221326435406	29.3039869988318	0.00072172101191856	0	0.00765897506067916	0.00314266544239132	0.483275704711764	51.1993241150735	0.00310436013075586	10.0885517660732	0
12/5/2001	298.443227213969	29.4006183834532	3.19746100311966E-05	0	0.000402303972074893	0.000860687088033059	0.597060540339032	51.1886897768088	0.0155889351160385	0	0
12/6/2001	346.148586029971	30.4784425109962	0.0166718991532831	0	0.0312230089469257	0.0197302499433285	0.466837766447438	54.5167591243914	0.0439705155482836	0	7.05878015263866
12/7/2001	312.896799855171	31.1564337663756	0.000344410600175535	0	0.00538287390760807	0.00236753489482823	0.364374932840905	54.9159482772135	0.00439732726906441	0	1.15348893675626
12/8/2001	309.811420833122	31.1811420997871	1.56362170574121E-08	0	0	0	0.356188765700175	54.6520660019038	0	0	0
12/9/2001	307.60065914482	31.0870778481436	7.09883156156296E-13	0	0	0	0.319791087003827	54.4587235677096	0	0	0.00852221748074167
12/10/2001	306.65729373252	30.9852958623034	3.22286454290458E-17	0	0	0	0.356956658261287	54.2305231494071	0	0	0
12/11/2001	305.421173431338	30.8850872597419	1.46317823882092E-21	0	0	0	0.359873633639436	54.0078636271452	0	0	0
12/12/2001	304.322493085445	30.7846161130211	6.64281892724074E-26	0	0	0	0.372161012610852	53.7800114735516	0	0	0
12/13/2001	303.195149191012	30.6847469839233	3.01583512721969E-30	0	0	0	0.379504528641166	53.7155972746341	0	0	0.235521760381188
12/14/2001	302.889985523419	30.5852918012609	1.36918702951228E-34	0	0	0	0.321948177524253	53.5417606129138	0	14.3322918746011	1.48422918746011
12/15/2001	301.439557740665	30.4909106444491	6.21609949716615E-39	0	0	0	0.32279785898969	53.3812085864034	0	13.8222918746011	0
12/16/2001	300.388332909072	30.3946534247963	2.82210480568375E-43	0	0	0	0.357251241967334	53.2692969814065	0	12.3062835864194	0
12/17/2001	305.883559594723	30.3218717606208	0.000876286380766976	0	0.00843550114709394	0.00374565408895969	0.382700070164935	54.1961287355534	0.000872470667037935	6.84760921956118	1.06470342619157
12/18/2001	300.474378311042	30.3014307753506	3.9783340138605E-08	0	0	0	0.351723072066092	54.0090979599619	0	5.99464094060225	0
12/19/2001	298.606008857644	30.2116844626623	1.80616084800995E-12	0	0	0	0.320965759259282	53.8459179986499	0	5.48464094060225	0
12/20/2001	297.553546314293	30.1171720421075	8.19995756392442E-17	0	0	0	0.292012908152862	53.7052501002974	0	4.97464094060225	0
12/21/2001	296.618819146511	30.0230931594655	3.72277497457703E-21	0	0	0	0.265749301808636	53.5811422963822	0	4.46464094060225	0
12/22/2001	295.686924475468	29.9301513382849	1.69013722367248E-25	0	0	0	0.309021308636191	53.4260611685031	0	3.95464094060225	0
12/23/2001	294.528641185242	29.8382772249922	7.67321112437652E-30	0	0	0	0.330145990880764	53.2623528278419	0	23.4791554450069	2.00345145044046
12/24/2001	293.43772664435	29.7461499911878	3.4836324609933E-34	0	0	0	0.256017086251146	53.1520047345503	0	23.2617809694839	0.0292625524477019
12/25/2001	292.670218830787	29.6541974125393	1.5815666904739E-38	0	0	0	0.220617278730146	53.0589583988087	0	22.7517809694839	0
12/26/2001	291.794956779884	29.5641854330425	7.18030166622805E-43	0	0	0	0.207223640020503	52.9719685918016	0	22.2417809694839	0
12/27/2001	290.858133271625	29.4753654986814	3.25985191319791E-47	0	0	0	0.219189958127646	52.8763199391822	0	21.7317809694839	0
12/28/2001	289.842073997784	29.3873167814103	1.47997047895131E-51	0	0	0	0.221787956142705	52.7807061950851	0	21.2217809694839	0
12/29/2001	288.858324184847	29.2995690270372	6.71905557948632E-56	0	0	0	0.195000638140264	52.7033846738799	0	20.7117809694839	0
12/30/2001	287.977895626372	29.2122920092336	3.0504465137859E-60	0	0	0	0.196220562204468	52.6231097452864	0	20.2017809694839	0
12/31/2001	287.012872298088	29.1260103345079	1.3849005747028E-64	0	0	0	0.175352188255264	52.5568442904822	0	19.6917809694839	0
1/1/2002	286.126558430709	29.0402097003103	6.28743888195796E-69	0	0	0	0.226102587487545	52.4562394876764	0	19.1817809694839	0
1/2/2002	285.004913847345	28.9552789975826	2.854492836269E-73	0	0	0	0.237097150171151	52.3540926785344	0	18.6717809694839	0
